District,Type,A24,A5P,MH,SFA,SFD,GQ
45,Rural,0,0,0,0,0,0
45,Town,0,0,0,0,0,0
46,Metropolitan,0,131,0,267,1821,0
46,Rural,0,0,0,0,0,0
46,Town,0,0,0,0,0,0
47,Metropolitan,0,4678,0,0,5421,0
47,Rural,0,0,0,0,0,0
47,Town,0,0,0,0,0,0
48,Metropolitan,0,1965,0,0,2112,0
48,Rural,0,0,0,0,0,0
48,Town,0,0,0,0,0,0
49,Metropolitan,0,5270,0,472,7078,0
49,Rural,0,0,0,0,0,0
49,Town,0,0,0,0,0,0
50,Metropolitan,0,277,0,323,5893,0
50,Rural,0,0,0,0,0,0
50,Town,0,0,0,0,0,0
51,Metropolitan,0,1846,0,678,5301,0
51,Rural,0,0,0,0,0,0
51,Town,0,0,0,0,0,0
52,Metropolitan,0,5154,0,0,6034,0
52,Rural,0,0,0,0,0,0
52,Town,0,0,0,0,0,0
53,Metropolitan,0,11734,208,1680,11584,0
53,Rural,0,0,0,0,0,0
53,Town,0,0,0,0,0,0
54,Metropolitan,0,3629,0,0,2354,0
54,Rural,0,0,0,0,0,0
54,Town,0,0,0,0,0,0
55,Metropolitan,0,11043,0,90,6176,0
55,Rural,0,0,0,0,0,0
55,Town,0,0,0,0,0,0
56,Metropolitan,0,4322,0,126,5485,0
56,Rural,0,0,0,0,0,0
56,Town,0,0,0,0,0,0
57,Metropolitan,0,1141,0,170,2829,0
57,Rural,0,0,0,0,0,0
57,Town,0,0,0,0,0,0
58,Metropolitan,0,1021,0,0,3874,0
58,Rural,0,0,0,0,0,0
58,Town,0,0,0,0,0,0
59,Metropolitan,0,2725,0,1946,8621,0
59,Rural,0,0,0,0,0,0
59,Town,0,0,0,0,0,0
60,Metropolitan,0,4328,0,274,3275,0
60,Rural,0,0,0,0,0,0
60,Town,0,0,0,0,0,0
61,Metropolitan,0,184,0,0,2240,0
61,Rural,0,0,0,0,0,0
61,Town,0,0,0,0,0,0
62,Metropolitan,0,0,0,0,1330,0
62,Rural,0,0,0,0,0,0
62,Town,0,0,0,0,0,0
63,Metropolitan,0,0,0,0,755,0
63,Rural,0,0,0,0,0,0
63,Town,0,0,0,0,0,0
64,Metropolitan,0,1778,0,381,2997,0
64,Rural,0,0,0,0,0,0
64,Town,0,0,0,0,0,0
65,Metropolitan,0,746,0,1082,3022,0
65,Rural,0,0,0,0,0,0
65,Town,0,0,0,0,0,0
66,Metropolitan,0,1747,0,968,1346,0
66,Rural,0,0,0,0,0,0
66,Town,0,0,0,0,0,0
67,Metropolitan,0,0,0,0,838,0
67,Rural,0,0,0,0,0,0
67,Town,0,0,0,0,0,0
68,Metropolitan,0,2995,0,200,1662,0
68,Rural,0,0,0,0,0,0
68,Town,0,0,0,0,0,0
69,Metropolitan,0,2200,0,813,218,0
69,Rural,0,0,0,0,0,0
69,Town,0,0,0,0,0,0
70,Metropolitan,0,3483,0,141,539,0
70,Rural,0,0,0,0,0,0
70,Town,0,0,0,0,0,0
71,Metropolitan,0,0,0,0,157,0
71,Rural,0,0,0,0,0,0
71,Town,0,0,0,0,0,0
72,Metropolitan,0,0,0,0,3627,0
72,Rural,0,0,0,0,0,0
72,Town,0,0,0,0,0,0
73,Metropolitan,0,0,0,0,2886,0
73,Rural,0,0,0,0,0,0
73,Town,0,0,0,0,0,0
74,Metropolitan,0,0,0,566,1163,0
74,Rural,0,0,0,0,0,0
74,Town,0,0,0,0,0,0
75,Metropolitan,0,446,0,0,2088,0
75,Rural,0,0,0,0,0,0
75,Town,0,0,0,0,0,0
76,Metropolitan,0,806,0,0,1781,0
76,Rural,0,0,0,0,0,0
76,Town,0,0,0,0,0,0
77,Metropolitan,0,0,0,0,1814,0
77,Rural,0,0,0,0,0,0
77,Town,0,0,0,0,0,0
78,Metropolitan,0,0,0,0,2403,0
78,Rural,0,0,0,0,0,0
78,Town,0,0,0,0,0,0
79,Metropolitan,0,0,0,0,1,0
79,Rural,0,0,0,0,0,0
79,Town,0,0,0,0,0,0
80,Metropolitan,0,0,0,0,1,0
80,Rural,0,0,0,0,0,0
80,Town,0,0,0,0,0,0
81,Metropolitan,0,542,0,298,1762,0
81,Rural,0,0,0,0,0,0
81,Town,0,0,0,0,0,0
82,Metropolitan,0,128,0,0,307,0
82,Rural,0,0,0,0,0,0
82,Town,0,0,0,0,0,0
83,Metropolitan,0,990,0,0,307,0
83,Rural,0,0,0,0,0,0
83,Town,0,0,0,0,0,0
84,Metropolitan,0,1173,0,0,2246,0
84,Rural,0,0,0,0,0,0
84,Town,0,0,0,0,0,0
85,Metropolitan,0,0,0,0,760,0
85,Rural,0,0,0,0,0,0
85,Town,0,0,0,0,0,0
86,Metropolitan,0,0,0,626,5915,0
86,Rural,0,0,0,0,0,0
86,Town,0,0,0,0,0,0
87,Metropolitan,0,0,0,0,4101,0
87,Rural,0,0,0,0,0,0
87,Town,0,0,0,0,0,0
88,Metropolitan,0,874,0,1125,2026,0
88,Rural,0,0,0,0,0,0
88,Town,0,0,0,0,0,0
89,Metropolitan,0,984,0,726,731,0
89,Rural,0,0,0,0,0,0
89,Town,0,0,0,0,0,0
90,Metropolitan,0,0,0,0,3363,0
90,Rural,0,0,0,0,0,0
90,Town,0,0,0,0,0,0
91,Metropolitan,0,0,0,0,718,0
91,Rural,0,0,0,0,0,0
91,Town,0,0,0,0,0,0
92,Metropolitan,0,853,0,0,755,0
92,Rural,0,0,0,0,0,0
92,Town,0,0,0,0,0,0
93,Metropolitan,0,0,0,0,2470,0
93,Rural,0,0,0,0,0,0
93,Town,0,0,0,0,0,0
94,Metropolitan,0,0,0,581,3413,0
94,Rural,0,0,0,0,0,0
94,Town,0,0,0,0,0,0
95,Metropolitan,0,0,0,0,1565,0
95,Rural,0,0,0,0,0,0
95,Town,0,0,0,0,0,0
96,Metropolitan,0,0,0,0,194,0
96,Rural,0,0,0,0,0,0
96,Town,0,0,0,0,0,0
97,Metropolitan,0,566,0,0,1819,0
97,Rural,0,0,0,0,0,0
97,Town,0,0,0,0,0,0
98,Metropolitan,0,0,0,288,1912,0
98,Rural,0,0,0,0,0,0
98,Town,0,0,0,0,0,0
99,Metropolitan,0,0,0,0,4354,0
99,Rural,0,0,0,0,0,0
99,Town,0,0,0,0,0,0
100,Metropolitan,0,0,0,0,1578,0
100,Rural,0,0,0,0,0,0
100,Town,0,0,0,0,0,0
101,Metropolitan,0,701,0,0,1706,0
101,Rural,0,0,0,0,0,0
101,Town,0,0,0,0,0,0
102,Metropolitan,0,517,0,0,3514,0
102,Rural,0,0,0,0,0,0
102,Town,0,0,0,0,0,0
103,Metropolitan,0,0,0,141,1542,0
103,Rural,0,0,0,0,0,0
103,Town,0,0,0,0,0,0
104,Metropolitan,0,0,0,0,1,0
104,Rural,0,0,0,0,0,0
104,Town,0,0,0,0,0,0
105,Metropolitan,0,0,0,533,2850,0
105,Rural,0,0,0,0,0,0
105,Town,0,0,0,0,0,0
106,Metropolitan,0,0,0,0,1,0
106,Rural,0,0,0,0,0,0
106,Town,0,0,0,0,0,0
107,Metropolitan,0,0,0,0,1706,0
107,Rural,0,0,0,0,0,0
107,Town,0,0,0,0,0,0
108,Metropolitan,0,0,0,0,1,0
108,Rural,0,0,0,0,0,0
108,Town,0,0,0,0,0,0
109,Metropolitan,0,590,0,475,3320,0
109,Rural,0,0,0,0,0,0
109,Town,0,0,0,0,0,0
110,Metropolitan,0,0,0,0,1,0
110,Rural,0,0,0,0,0,0
110,Town,0,0,0,0,0,0
111,Metropolitan,0,1093,0,365,856,0
111,Rural,0,0,0,0,0,0
111,Town,0,0,0,0,0,0
112,Metropolitan,0,221,0,0,2107,0
112,Rural,0,0,0,0,0,0
112,Town,0,0,0,0,0,0
113,Metropolitan,0,0,0,0,3134,0
113,Rural,0,0,0,0,0,0
113,Town,0,0,0,0,0,0
114,Metropolitan,0,0,0,0,1,0
114,Rural,0,0,0,0,0,0
114,Town,0,0,0,0,0,0
115,Metropolitan,0,0,0,0,1709,0
115,Rural,0,0,0,0,0,0
115,Town,0,0,0,0,0,0
116,Metropolitan,0,366,0,0,3266,0
116,Rural,0,0,0,0,0,0
116,Town,0,0,0,0,0,0
117,Metropolitan,0,0,0,0,1286,0
117,Rural,0,0,0,0,0,0
117,Town,0,0,0,0,0,0
118,Metropolitan,0,0,0,0,1,0
118,Rural,0,0,0,0,0,0
118,Town,0,0,0,0,0,0
119,Metropolitan,0,0,0,0,1,0
119,Rural,0,0,0,0,0,0
119,Town,0,0,0,0,0,0
120,Metropolitan,0,0,0,0,2269,0
120,Rural,0,0,0,0,0,0
120,Town,0,0,0,0,0,0
121,Metropolitan,0,0,0,0,1,0
121,Rural,0,0,0,0,0,0
121,Town,0,0,0,0,0,0
122,Metropolitan,0,0,0,0,1,0
122,Rural,0,0,0,0,0,0
122,Town,0,0,0,0,0,0
123,Metropolitan,0,0,0,0,683,0
123,Rural,0,0,0,0,0,0
123,Town,0,0,0,0,0,0
124,Metropolitan,0,0,0,0,829,0
124,Rural,0,0,0,0,0,0
124,Town,0,0,0,0,0,0
125,Metropolitan,0,0,0,0,1,0
125,Rural,0,0,0,0,0,0
125,Town,0,0,0,0,0,0
126,Metropolitan,0,0,0,0,1078,0
126,Rural,0,0,0,0,0,0
126,Town,0,0,0,0,0,0
127,Metropolitan,0,0,0,182,2064,0
127,Rural,0,0,0,0,0,0
127,Town,0,0,0,0,0,0
128,Metropolitan,0,0,0,155,14197,0
128,Rural,0,0,0,0,0,0
128,Town,0,0,0,0,0,0
129,Metropolitan,0,157,0,0,194,0
129,Rural,0,0,0,0,0,0
129,Town,0,0,0,0,0,0
130,Metropolitan,0,0,0,0,747,0
130,Rural,0,0,0,0,0,0
130,Town,0,0,0,0,0,0
131,Metropolitan,0,0,0,0,1,0
131,Rural,0,0,0,0,0,0
131,Town,0,0,0,0,0,0
132,Metropolitan,0,440,0,0,2691,0
132,Rural,0,0,0,0,0,0
132,Town,0,0,0,0,0,0
133,Metropolitan,0,0,0,0,2427,0
133,Rural,0,0,0,0,0,0
133,Town,0,0,0,0,0,0
134,Metropolitan,0,805,0,0,0,0
134,Rural,0,0,0,0,0,0
134,Town,0,0,0,0,0,0
135,Metropolitan,0,110,0,0,1862,0
135,Rural,0,0,0,0,0,0
135,Town,0,0,0,0,0,0
136,Metropolitan,0,0,0,0,2565,0
136,Rural,0,0,0,0,0,0
136,Town,0,0,0,0,0,0
137,Metropolitan,0,0,0,584,2702,0
137,Rural,0,0,0,0,0,0
137,Town,0,0,0,0,0,0
138,Metropolitan,0,0,0,0,2144,0
138,Rural,0,0,0,0,0,0
138,Town,0,0,0,0,0,0
139,Metropolitan,0,317,0,0,1370,0
139,Rural,0,0,0,0,0,0
139,Town,0,0,0,0,0,0
140,Metropolitan,0,0,0,0,1,0
140,Rural,0,0,0,0,0,0
140,Town,0,0,0,0,0,0
141,Metropolitan,0,1605,0,0,0,0
141,Rural,0,0,0,0,0,0
141,Town,0,0,0,0,0,0
142,Metropolitan,0,1235,0,0,1811,0
142,Rural,0,0,0,0,0,0
142,Town,0,0,0,0,0,0
143,Metropolitan,0,221,0,0,5286,0
143,Rural,0,0,0,0,0,0
143,Town,0,0,0,0,0,0
144,Metropolitan,0,1421,0,397,5613,0
144,Rural,0,0,0,0,0,0
144,Town,0,0,0,0,0,0
145,Metropolitan,0,1051,0,0,3613,0
145,Rural,0,0,0,0,0,0
145,Town,0,0,0,0,0,0
146,Metropolitan,0,274,0,381,11419,0
146,Rural,0,0,0,0,0,0
146,Town,0,0,0,0,0,0
147,Metropolitan,0,0,0,0,1819,0
147,Rural,0,0,0,0,0,0
147,Town,0,0,0,0,0,0
148,Metropolitan,0,0,0,277,2206,0
148,Rural,0,0,0,0,0,0
148,Town,0,0,0,0,0,0
149,Metropolitan,0,0,0,0,4200,0
149,Rural,0,0,0,0,0,0
149,Town,0,0,0,0,0,0
150,Metropolitan,0,0,0,365,3090,0
150,Rural,0,0,0,0,0,0
150,Town,0,0,0,0,0,0
151,Metropolitan,0,0,0,0,1528,0
151,Rural,0,0,0,0,0,0
151,Town,0,0,0,0,0,0
152,Metropolitan,0,0,0,0,1520,0
152,Rural,0,0,0,0,0,0
152,Town,0,0,0,0,0,0
153,Metropolitan,0,398,0,731,4635,0
153,Rural,0,0,0,0,0,0
153,Town,0,0,0,0,0,0
154,Metropolitan,0,0,0,600,1171,0
154,Rural,0,0,0,0,0,0
154,Town,0,0,0,0,0,0
155,Metropolitan,0,0,0,0,1,0
155,Rural,0,0,0,0,0,0
155,Town,0,0,0,0,0,0
156,Metropolitan,0,1194,0,0,1565,0
156,Rural,0,0,0,0,0,0
156,Town,0,0,0,0,0,0
157,Metropolitan,0,0,0,0,3525,0
157,Rural,0,0,0,0,0,0
157,Town,0,0,0,0,0,0
158,Metropolitan,0,618,0,0,1654,0
158,Rural,0,0,0,0,0,0
158,Town,0,0,0,0,0,0
159,Metropolitan,0,0,0,0,2760,0
159,Rural,0,0,0,0,0,0
159,Town,0,0,0,0,0,0
160,Metropolitan,0,0,0,0,1,0
160,Rural,0,0,0,0,0,0
160,Town,0,0,0,0,0,0
161,Metropolitan,0,0,0,0,434,0
161,Rural,0,0,0,0,0,0
161,Town,0,0,0,0,0,0
162,Metropolitan,0,0,0,0,195,0
162,Rural,0,0,0,0,0,0
162,Town,0,0,0,0,0,0
163,Metropolitan,0,0,0,0,1,0
163,Rural,0,0,0,0,0,0
163,Town,0,0,0,0,0,0
164,Metropolitan,0,0,0,0,1,0
164,Rural,0,0,0,0,0,0
164,Town,0,0,0,0,0,0
165,Metropolitan,0,0,0,0,1,0
165,Rural,0,0,0,0,0,0
165,Town,0,0,0,0,0,0
166,Metropolitan,0,0,0,282,1045,0
166,Rural,0,0,0,0,0,0
166,Town,0,0,0,0,0,0
167,Metropolitan,0,0,0,0,282,0
167,Rural,0,0,0,0,0,0
167,Town,0,0,0,0,0,0
168,Metropolitan,0,2995,0,0,3253,0
168,Rural,0,0,0,0,0,0
168,Town,0,0,0,0,0,0
169,Metropolitan,0,0,0,306,0,0
169,Rural,0,0,0,0,0,0
169,Town,0,0,0,0,0,0
170,Metropolitan,0,0,0,0,1,0
170,Rural,0,0,0,0,0,0
170,Town,0,0,0,0,0,0
171,Metropolitan,0,0,0,0,1019,0
171,Rural,0,0,0,0,0,0
171,Town,0,0,0,0,0,0
172,Metropolitan,0,0,0,0,478,0
172,Rural,0,0,0,0,0,0
172,Town,0,0,0,0,0,0
173,Metropolitan,0,0,0,0,1426,0
173,Rural,0,0,0,0,0,0
173,Town,0,0,0,0,0,0
174,Metropolitan,0,0,0,562,362,0
174,Rural,0,0,0,0,0,0
174,Town,0,0,0,0,0,0
175,Metropolitan,0,0,0,0,192,0
175,Rural,0,0,0,0,0,0
175,Town,0,0,0,0,0,0
176,Metropolitan,0,0,0,0,1414,0
176,Rural,0,0,0,0,0,0
176,Town,0,0,0,0,0,0
177,Metropolitan,0,0,0,0,498,0
177,Rural,0,0,0,0,0,0
177,Town,0,0,0,0,0,0
178,Metropolitan,0,0,0,0,1,0
178,Rural,0,0,0,0,0,0
178,Town,0,0,0,0,0,0
179,Metropolitan,0,0,0,0,1,0
179,Rural,0,0,0,0,0,0
179,Town,0,0,0,0,0,0
180,Metropolitan,0,0,0,0,430,0
180,Rural,0,0,0,0,0,0
180,Town,0,0,0,0,0,0
181,Metropolitan,0,0,0,0,99,0
181,Rural,0,0,0,0,0,0
181,Town,0,0,0,0,0,0
182,Metropolitan,0,0,0,0,187,0
182,Rural,0,0,0,0,0,0
182,Town,0,0,0,0,0,0
183,Metropolitan,0,0,0,0,526,0
183,Rural,0,0,0,0,0,0
183,Town,0,0,0,0,0,0
184,Metropolitan,0,0,0,0,1,0
184,Rural,0,0,0,0,0,0
184,Town,0,0,0,0,0,0
185,Metropolitan,0,0,0,200,0,0
185,Rural,0,0,0,0,0,0
185,Town,0,0,0,0,0,0
186,Metropolitan,0,0,0,0,1,0
186,Rural,0,0,0,0,0,0
186,Town,0,0,0,0,0,0
187,Metropolitan,0,0,0,0,470,0
187,Rural,0,0,0,0,0,0
187,Town,0,0,0,0,0,0
188,Metropolitan,0,0,0,566,2190,0
188,Rural,0,0,0,0,0,0
188,Town,0,0,0,0,0,0
189,Metropolitan,0,0,0,0,2595,0
189,Rural,0,0,0,0,0,0
189,Town,0,0,0,0,0,0
190,Metropolitan,0,805,0,0,1571,0
190,Rural,0,0,0,0,0,0
190,Town,0,0,0,0,0,0
191,Metropolitan,0,840,0,250,987,0
191,Rural,0,0,0,0,0,0
191,Town,0,0,0,0,0,0
192,Metropolitan,0,922,0,0,2432,0
192,Rural,0,0,0,0,0,0
192,Town,0,0,0,0,0,0
193,Metropolitan,0,219,0,208,3984,0
193,Rural,0,0,0,0,0,0
193,Town,0,0,0,0,0,0
194,Metropolitan,0,0,0,566,1474,0
194,Rural,0,0,0,0,0,0
194,Town,0,0,0,0,0,0
195,Metropolitan,0,1134,0,0,347,0
195,Rural,0,0,0,0,0,0
195,Town,0,0,0,0,0,0
196,Metropolitan,0,0,0,0,1,0
196,Rural,0,0,0,0,0,0
196,Town,0,0,0,0,0,0
197,Metropolitan,0,2928,0,542,2168,0
197,Rural,0,0,0,0,0,0
197,Town,0,0,0,0,0,0
198,Metropolitan,0,0,0,0,1,0
198,Rural,0,0,0,0,0,0
198,Town,0,0,0,0,0,0
199,Metropolitan,0,0,0,0,1494,0
199,Rural,0,0,0,0,0,0
199,Town,0,0,0,0,0,0
200,Metropolitan,0,2389,280,331,5126,0
200,Rural,0,0,0,0,0,0
200,Town,0,0,0,0,0,0
201,Metropolitan,0,182,0,0,98,0
201,Rural,0,0,0,0,0,0
201,Town,0,0,0,0,0,0
202,Metropolitan,0,0,0,0,520,0
202,Rural,0,0,0,0,0,0
202,Town,0,0,0,0,0,0
203,Metropolitan,0,0,0,0,1,0
203,Rural,0,0,0,0,0,0
203,Town,0,0,0,0,0,0
204,Metropolitan,0,0,0,171,2458,0
204,Rural,0,0,0,0,0,0
204,Town,0,0,0,0,0,0
205,Metropolitan,0,0,0,0,1320,0
205,Rural,0,0,0,0,0,0
205,Town,0,0,0,0,0,0
206,Metropolitan,0,0,0,0,1026,0
206,Rural,0,0,0,0,0,0
206,Town,0,0,0,0,0,0
207,Metropolitan,0,3077,0,499,3115,0
207,Rural,0,0,0,0,0,0
207,Town,0,0,0,0,0,0
208,Metropolitan,0,381,0,0,922,0
208,Rural,0,0,0,0,0,0
208,Town,0,0,0,0,0,0
209,Metropolitan,0,709,0,0,605,0
209,Rural,0,0,0,0,0,0
209,Town,0,0,0,0,0,0
210,Metropolitan,0,893,0,781,11614,0
210,Rural,0,0,0,0,0,0
210,Town,0,0,0,0,0,0
211,Metropolitan,0,0,0,0,1,0
211,Rural,0,0,0,0,0,0
211,Town,0,0,0,0,0,0
212,Metropolitan,0,829,0,0,2013,0
212,Rural,0,0,0,0,0,0
212,Town,0,0,0,0,0,0
213,Metropolitan,0,0,0,0,1202,0
213,Rural,0,0,0,0,0,0
213,Town,0,0,0,0,0,0
214,Metropolitan,0,1107,0,0,843,0
214,Rural,0,0,0,0,0,0
214,Town,0,0,0,0,0,0
215,Metropolitan,0,862,0,707,6067,0
215,Rural,0,0,0,0,0,0
215,Town,0,0,0,0,0,0
216,Metropolitan,0,1653,0,0,4035,0
216,Rural,0,0,0,0,0,0
216,Town,0,0,0,0,0,0
217,Metropolitan,0,970,0,0,0,0
217,Rural,0,0,0,0,0,0
217,Town,0,0,0,0,0,0
218,Metropolitan,0,0,0,0,2350,0
218,Rural,0,0,0,0,0,0
218,Town,0,0,0,0,0,0
219,Metropolitan,0,1160,0,0,5152,0
219,Rural,0,0,0,0,0,0
219,Town,0,0,0,0,0,0
220,Metropolitan,0,0,0,0,6677,0
220,Rural,0,0,0,0,0,0
220,Town,0,0,0,0,0,0
221,Metropolitan,0,1866,0,1059,10741,0
221,Rural,0,0,0,0,0,0
221,Town,0,0,0,0,0,0
222,Metropolitan,0,1661,0,890,4246,0
222,Rural,0,0,0,0,0,0
222,Town,0,0,0,0,0,0
223,Metropolitan,0,2274,0,0,9250,0
223,Rural,0,0,0,0,0,0
223,Town,0,0,0,0,0,0
224,Metropolitan,0,1061,0,301,1934,0
224,Rural,0,0,0,0,0,0
224,Town,0,0,0,0,0,0
225,Metropolitan,0,432,0,0,4488,0
225,Rural,0,0,0,0,0,0
225,Town,0,0,0,0,0,0
226,Metropolitan,0,0,0,0,3573,0
226,Rural,0,0,0,0,0,0
226,Town,0,0,0,0,0,0
227,Metropolitan,0,1738,0,533,5392,0
227,Rural,0,0,0,0,0,0
227,Town,0,0,0,0,0,0
228,Metropolitan,0,475,0,0,2859,0
228,Rural,0,0,0,0,0,0
228,Town,0,0,0,0,0,0
229,Metropolitan,0,944,0,123,7530,0
229,Rural,0,0,0,0,0,0
229,Town,0,0,0,0,0,0
230,Metropolitan,0,0,0,0,1,0
230,Rural,0,0,0,0,0,0
230,Town,0,0,0,0,0,0
231,Metropolitan,0,0,0,0,618,0
231,Rural,0,0,0,0,0,0
231,Town,0,0,0,0,0,0
232,Metropolitan,0,414,0,248,768,0
232,Rural,0,0,0,0,0,0
232,Town,0,0,0,0,0,0
233,Metropolitan,0,669,0,392,1450,0
233,Rural,0,0,0,0,0,0
233,Town,0,0,0,0,0,0
234,Metropolitan,0,2502,0,326,6091,0
234,Rural,0,0,0,0,0,0
234,Town,0,0,0,0,0,0
235,Metropolitan,0,1626,0,0,922,0
235,Rural,0,0,0,0,0,0
235,Town,0,0,0,0,0,0
236,Metropolitan,0,3970,0,0,2798,0
236,Rural,0,0,0,0,0,0
236,Town,0,0,0,0,0,0
237,Metropolitan,0,5762,0,0,9475,0
237,Rural,0,0,0,0,0,0
237,Town,0,0,0,0,0,0
238,Metropolitan,0,6088,0,958,6562,0
238,Rural,0,0,0,0,0,0
238,Town,0,0,0,0,0,0
239,Metropolitan,0,5376,0,408,15123,0
239,Rural,0,0,0,0,0,0
239,Town,0,0,0,0,0,0
240,Metropolitan,0,1334,0,317,14989,0
240,Rural,0,0,0,0,0,0
240,Town,0,0,0,0,0,0
241,Metropolitan,0,400,0,0,1531,0
241,Rural,0,0,0,0,0,0
241,Town,0,0,0,0,0,0
242,Metropolitan,0,0,0,123,3518,0
242,Rural,0,0,0,0,0,0
242,Town,0,0,0,0,0,0
243,Metropolitan,0,1134,0,880,8650,0
243,Rural,0,0,0,0,0,0
243,Town,0,0,0,0,0,0
244,Metropolitan,0,1880,0,0,330,0
244,Rural,0,0,0,0,0,0
244,Town,0,0,0,0,0,0
245,Metropolitan,0,0,0,304,3454,0
245,Rural,0,0,0,0,0,0
245,Town,0,0,0,0,0,0
